"","Date","Location Description","Arrest","Beat","District","Latitude","Longitude"
"1777","05/06/2016 01:30:00 PM","BARBERSHOP",FALSE,1115,11,41.8806301,-87.73371312
"1778","05/06/2016 12:15:00 PM","SMALL RETAIL STORE",FALSE,1613,16,41.97795489,-87.79301987
"1779","05/06/2016 11:55:00 AM","SCHOOL, PUBLIC, BUILDING",TRUE,1912,19,41.95671236,-87.66911778
"1780","05/06/2016 12:20:00 PM","SCHOOL, PUBLIC, GROUNDS",FALSE,511,5,41.72079978,-87.63231112
"1781","05/06/2016 12:15:00 PM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,414,4,41.75150346,-87.58409724
"1782","05/06/2016 11:13:00 AM","SCHOOL, PUBLIC, BUILDING",TRUE,1912,19,41.95488168,-87.66906694
"1783","05/06/2016 01:35:00 PM","PARK PROPERTY",FALSE,421,4,41.75817476,-87.54993402
"1784","05/06/2016 01:30:00 AM","STREET",FALSE,632,6,41.740972,-87.62272986
"1785","05/06/2016 01:20:00 PM","PARKING LOT/GARAGE(NON.RESID.)",TRUE,634,6,41.73221448,-87.62532866
"1786","05/06/2016 01:14:00 PM","RESIDENCE",TRUE,932,9,41.79509227,-87.67190402
"1787","05/06/2016 01:10:00 PM","RESIDENCE",FALSE,814,8,41.80884332,-87.74441508
"1788","05/06/2016 08:00:00 AM","STREET",FALSE,1522,15,41.87290865,-87.75802575
"1789","05/06/2016 02:00:00 PM","SCHOOL, PUBLIC, BUILDING",FALSE,2212,22,41.69204178,-87.66592364
"1790","05/06/2016 01:55:00 PM","STREET",TRUE,1112,11,41.90136716,-87.71895078
"1791","05/06/2016 01:50:00 PM","RESIDENCE",TRUE,2221,22,41.72852756,-87.66215011
"1792","05/06/2016 02:26:00 AM","OTHER",FALSE,823,8,41.77584336,-87.70306604
"1793","05/06/2016 01:50:00 PM","SIDEWALK",FALSE,2023,20,41.97685185,-87.65499969
"1794","05/06/2016 11:45:00 AM","RESIDENCE",FALSE,1222,12,41.88190759,-87.70472753
"1795","05/06/2016 01:30:00 PM","RESIDENCE",FALSE,323,3,41.75923081,-87.62155352
"1796","05/06/2016 12:39:00 PM","RESIDENCE",TRUE,612,6,41.75147116,-87.65255139
"1797","05/06/2016 01:10:00 PM","STREET",FALSE,1023,10,41.85260694,-87.69423786
"1798","05/06/2016 02:00:00 PM","PARK PROPERTY",FALSE,412,4,41.73480988,-87.57323762
"1799","05/06/2016 08:30:00 PM","SIDEWALK",FALSE,1935,19,41.93039921,-87.65569053
"1800","05/06/2016 06:40:00 PM","DEPARTMENT STORE",TRUE,1833,18,41.89671455,-87.62534014
"1801","05/06/2016 08:15:00 PM","GAS STATION",TRUE,131,1,41.86684367,-87.62581667
"1802","05/06/2016 02:35:00 PM","CTA PLATFORM",FALSE,1231,12,41.87550838,-87.65697569
"1803","05/06/2016 02:00:00 PM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,1225,12,41.87398492,-87.68013473
"1804","05/06/2016 11:34:00 AM","STREET",FALSE,215,2,41.81052166,-87.62824884
"1805","05/06/2016 12:00:00 PM","DEPARTMENT STORE",FALSE,1833,18,41.89789513,-87.62409661
"1806","05/06/2016 11:00:00 AM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,2013,20,41.98605324,-87.66014342
"1807","05/06/2016 01:30:00 PM","RESTAURANT",FALSE,123,1,41.87536742,-87.62762099
"1808","05/06/2016 08:00:00 AM","RESIDENCE",FALSE,1123,11,41.88360858,-87.70715661
"1809","05/06/2016 02:30:00 PM","STREET",FALSE,1123,11,41.8846134,-87.70622871
"1810","05/06/2016 11:25:00 AM","OTHER",FALSE,1113,11,41.88454597,-87.73737089
"1811","05/06/2016 01:40:00 PM","DEPARTMENT STORE",TRUE,112,1,41.88239406,-87.6278448
"1812","05/06/2016 02:40:00 PM","SCHOOL, PRIVATE, BUILDING",TRUE,113,1,41.87822214,-87.62728848
"1813","05/06/2016 06:00:00 AM","SIDEWALK",FALSE,923,9,41.79385623,-87.68470413
"1814","05/06/2016 02:32:00 PM","SIDEWALK",TRUE,725,7,41.76855971,-87.6632506
"1815","05/06/2016 03:53:00 AM","STREET",FALSE,824,8,41.78572062,-87.69967294
"1816","05/06/2016 12:25:00 PM","DEPARTMENT STORE",TRUE,833,8,41.75459296,-87.74152854
"1817","05/06/2016 01:30:00 PM","SMALL RETAIL STORE",TRUE,1733,17,41.93931514,-87.70942733
"1818","05/06/2016 02:30:00 PM","STREET",FALSE,912,9,41.83004508,-87.66555614
"1819","05/06/2016 03:25:00 PM","STREET",FALSE,2234,22,41.68578472,-87.65747644
"1820","05/06/2016 01:53:00 PM","OTHER",TRUE,1432,14,41.92974382,-87.68427378
"1821","05/06/2016 03:20:00 PM","SIDEWALK",TRUE,825,8,41.77875114,-87.68607358
"1822","05/06/2016 07:45:00 AM","APARTMENT",FALSE,414,4,41.75274991,-87.58333879
"1823","05/06/2016 07:14:00 PM","STREET",TRUE,1023,10,41.85346839,-87.69914417
"1824","05/06/2016 08:50:00 PM","STREET",FALSE,433,4,41.64923464,-87.5468902
"1825","05/06/2016 12:30:00 AM","STREET",FALSE,1033,10,41.85071995,-87.69541649
"1826","05/06/2016 02:00:00 PM","RESIDENCE PORCH/HALLWAY",FALSE,513,5,41.69384067,-87.61340684
"1827","05/06/2016 01:00:00 AM","RESIDENCE",FALSE,524,5,41.67149347,-87.64291558
"1828","05/06/2016 02:47:00 PM","RESIDENCE-GARAGE",FALSE,2535,25,41.91217695,-87.72518466
"1829","05/06/2016 02:58:00 PM","VEHICLE NON-COMMERCIAL",TRUE,1131,11,41.87245739,-87.73364998
"1830","05/06/2016 09:32:00 AM","STREET",FALSE,524,5,41.6786805,-87.64559521
"1831","05/06/2016 02:03:00 PM","APARTMENT",FALSE,2515,25,41.92302125,-87.7585716
"1832","05/06/2016 01:39:00 PM","OTHER",FALSE,323,3,41.7632645,-87.61399483
"1833","05/06/2016 12:30:00 AM","STREET",FALSE,1115,11,41.8796663,-87.73360462
"1834","05/06/2016 02:45:00 PM","APARTMENT",FALSE,1432,14,41.92339542,-87.68603945
"1835","05/06/2016 02:20:00 PM","MEDICAL/DENTAL OFFICE",FALSE,814,8,41.80759926,-87.74477493
"1836","05/06/2016 04:00:00 PM","APARTMENT",FALSE,1122,11,41.89062646,-87.72105534
"1837","05/06/2016 09:18:00 AM","GAS STATION",FALSE,614,6,41.73671109,-87.66308714
"1838","05/06/2016 02:00:00 PM","SCHOOL, PUBLIC, GROUNDS",TRUE,314,3,41.78210152,-87.586502
"1839","05/06/2016 03:35:00 PM","GAS STATION",FALSE,624,6,41.75130534,-87.60362891
"1840","05/06/2016 03:30:00 PM","RESTAURANT",FALSE,1834,18,41.89417373,-87.62140147
"1841","05/06/2016 03:50:00 PM","STREET",FALSE,132,1,41.85102174,-87.61895485
"1842","05/06/2016 01:17:00 PM","STREET",FALSE,213,2,41.8280754,-87.62490449
"1843","05/06/2016 03:17:00 PM","STREET",TRUE,225,2,41.79105659,-87.62336507
"1844","05/06/2016 02:00:00 PM","COMMERCIAL / BUSINESS OFFICE",FALSE,122,1,41.87814479,-87.63123304
"1845","05/06/2016 07:30:00 AM","SCHOOL, PRIVATE, BUILDING",FALSE,1112,11,41.89723066,-87.72186278
"1846","05/06/2016 12:30:00 PM","RESIDENTIAL YARD (FRONT/BACK)",FALSE,822,8,41.78960577,-87.72129521
"1847","05/06/2016 08:00:00 AM","ATHLETIC CLUB",FALSE,124,1,41.86854191,-87.63923536
"1848","05/06/2016 03:30:00 PM","STREET",FALSE,132,1,41.85102174,-87.61895485
"1849","05/06/2016 03:00:00 PM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,132,1,41.85102174,-87.61895485
"1850","05/06/2016 01:18:00 PM","RESIDENCE",FALSE,1633,16,41.94032864,-87.77235389
"1851","05/06/2016 04:36:00 PM","APARTMENT",TRUE,825,8,41.77678175,-87.68479188
"1852","05/06/2016 03:27:00 PM","DEPARTMENT STORE",TRUE,2533,25,41.90971226,-87.73926766
"1853","05/06/2016 09:50:00 AM","DEPARTMENT STORE",FALSE,1831,18,41.89189329,-87.6280745
"1854","05/06/2016 04:50:00 PM","SMALL RETAIL STORE",FALSE,111,1,41.88347549,-87.62787697
"1855","05/06/2016 11:00:00 AM","RESIDENCE-GARAGE",FALSE,834,8,41.73501469,-87.71285207
"1856","05/06/2016 03:00:00 AM","APARTMENT",FALSE,1214,12,41.88836675,-87.64431663
"1857","05/06/2016 12:01:00 AM","STREET",FALSE,2212,22,41.69545286,-87.67782142
"1858","05/06/2016 08:00:00 AM","SIDEWALK",FALSE,815,8,41.80046498,-87.7233704
"1859","05/06/2016 04:20:00 PM","DEPARTMENT STORE",TRUE,1722,17,41.95343636,-87.74627323
"1860","05/06/2016 04:45:00 PM","RESIDENCE",FALSE,222,2,41.80929706,-87.59196703
"1861","05/06/2016 06:30:00 AM","STREET",FALSE,1123,11,41.88493098,-87.71622179
"1862","05/06/2016 04:21:00 PM","GAS STATION",FALSE,524,5,41.68480988,-87.64214721
"1863","05/06/2016 04:00:00 PM","STREET",FALSE,915,9,41.83458642,-87.63232577
"1864","05/06/2016 11:30:00 AM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,1533,15,41.8804407,-87.74968492
"1865","05/06/2016 09:00:00 AM","STREET",FALSE,1925,19,41.94722581,-87.64263922
"1866","05/06/2016 12:30:00 PM","RESIDENCE",FALSE,911,9,41.82943633,-87.68869674
"1867","05/06/2016 02:45:00 PM","APARTMENT",FALSE,414,4,41.74924703,-87.57107012
"1868","05/06/2016 04:00:00 PM","SIDEWALK",FALSE,1913,19,41.96435164,-87.66100068
"1869","05/06/2016 08:35:00 PM","RESIDENCE",FALSE,1115,11,41.87698221,-87.73408871
"1870","05/06/2016 07:45:00 PM","ALLEY",FALSE,1014,10,41.85431462,-87.7210751
"1871","05/06/2016 01:00:00 PM","SCHOOL, PUBLIC, BUILDING",FALSE,512,5,41.70526786,-87.62932312
"1872","05/06/2016 08:00:00 AM","STREET",FALSE,2511,25,41.93321705,-87.7967714
"1873","05/06/2016 04:55:00 PM","OTHER",FALSE,2412,24,41.9978005,-87.68579365
"1874","05/06/2016 04:35:00 PM","ALLEY",TRUE,1923,19,41.94725004,-87.65359694
"1875","05/06/2016 06:00:00 PM","APARTMENT",FALSE,1124,11,41.87967189,-87.70388283
"1876","05/06/2016 06:00:00 AM","APARTMENT",FALSE,421,4,41.75295025,-87.55406184
"1877","05/06/2016 05:30:00 PM","SCHOOL, PUBLIC, BUILDING",TRUE,113,1,41.87648844,-87.62427826
"1878","05/06/2016 10:00:00 AM","OTHER",FALSE,421,4,41.75477256,-87.56507856
"1879","05/06/2016 08:00:00 AM","OTHER",FALSE,2011,20,41.97579191,-87.70202885
"1880","05/06/2016 04:05:00 PM","STREET",FALSE,914,9,41.85540169,-87.63188561
"1881","05/06/2016 03:32:00 PM","STREET",FALSE,414,4,41.75153084,-87.58198603
"1882","05/06/2016 04:00:00 PM","SCHOOL, PRIVATE, BUILDING",FALSE,1833,18,41.89752958,-87.62756804
"1883","05/06/2016 05:50:00 PM","APARTMENT",TRUE,723,7,41.77730987,-87.64080292
"1884","05/06/2016 05:09:00 PM","STREET",TRUE,1533,15,41.8801227,-87.75354352
"1885","05/06/2016 05:49:00 PM","SIDEWALK",FALSE,723,7,41.77200044,-87.64458461
"1886","05/06/2016 03:20:00 PM","SCHOOL, PUBLIC, BUILDING",FALSE,722,7,41.77294751,-87.63689427
"1887","05/06/2016 11:00:00 AM","APARTMENT",FALSE,711,7,41.78661655,-87.63278626
"1888","05/06/2016 04:15:00 PM","OTHER",TRUE,1135,11,41.86832726,-87.69643468
"1889","05/06/2016 04:00:00 PM","SIDEWALK",FALSE,1024,10,41.8519231,-87.71113622
"1890","05/06/2016 04:30:00 PM","APARTMENT",FALSE,321,3,41.77094295,-87.59111479
"1891","05/06/2016 11:00:00 AM","SCHOOL, PUBLIC, BUILDING",FALSE,323,3,41.76271995,-87.62484679
"1892","05/06/2016 05:40:00 PM","APARTMENT",FALSE,331,3,41.77274666,-87.57525341
"1893","05/06/2016 01:50:00 PM","RESIDENCE",FALSE,414,4,41.75159781,-87.576719
"1894","05/06/2016 05:30:00 PM","STREET",TRUE,814,8,41.8112053,-87.7485458
"1895","05/06/2016 04:20:00 PM","SMALL RETAIL STORE",FALSE,112,1,41.88246055,-87.62438116
"1896","05/06/2016 05:40:00 PM","RESIDENTIAL YARD (FRONT/BACK)",FALSE,835,8,41.75111606,-87.70486183
"1897","05/06/2016 06:00:00 PM","SMALL RETAIL STORE",TRUE,124,1,41.86449368,-87.639158
"1898","05/06/2016 03:15:00 PM","SCHOOL, PRIVATE, BUILDING",FALSE,822,8,41.79291118,-87.70476175
"1899","05/06/2016 02:45:00 PM","SIDEWALK",FALSE,726,7,41.77003326,-87.67366082
"1900","05/06/2016 05:00:00 PM","RESIDENCE",FALSE,122,1,41.87683815,-87.63432072
"1901","05/06/2016 06:26:00 PM","ALLEY",TRUE,1112,11,41.89819321,-87.71762582
"1902","05/06/2016 05:12:00 PM","STREET",FALSE,1023,10,41.86651773,-87.69525212
"1903","05/06/2016 06:00:00 PM","POLICE FACILITY/VEH PARKING LOT",FALSE,823,8,41.77887716,-87.70884011
"1904","05/06/2016 06:52:00 PM","RESIDENCE",FALSE,822,8,41.80074417,-87.70943836
"1905","05/06/2016 06:39:00 PM","SIDEWALK",TRUE,921,9,41.82131868,-87.70202229
"1906","05/06/2016 05:50:00 PM","RESIDENTIAL YARD (FRONT/BACK)",FALSE,812,8,41.77654556,-87.79705277
"1907","05/06/2016 04:24:00 PM","RESIDENCE",TRUE,613,6,41.74086025,-87.64861826
"1908","05/06/2016 05:50:00 PM","STREET",FALSE,1011,10,41.86171926,-87.7201638
"1909","05/06/2016 05:44:00 PM","STREET",TRUE,511,5,41.71277213,-87.6053065
"1910","05/06/2016 05:15:00 PM","STREET",FALSE,1024,10,41.85467768,-87.70899156
"1911","05/06/2016 06:00:00 PM","CHA PARKING LOT/GROUNDS",FALSE,1034,10,41.84582075,-87.69282634
"1912","05/06/2016 03:30:00 PM","SCHOOL, PUBLIC, BUILDING",FALSE,1011,10,41.86236519,-87.71830373
"1913","05/06/2016 09:45:00 AM","STREET",FALSE,2024,20,41.97217712,-87.65060335
"1914","05/06/2016 04:50:00 PM","RESIDENCE",FALSE,713,7,41.78249081,-87.65827678
"1915","05/06/2016 05:00:00 AM","STREET",FALSE,1713,17,41.96562933,-87.70238291
"1916","05/06/2016 04:00:00 PM","STREET",FALSE,1424,14,41.90824581,-87.67804057
"1917","05/06/2016 05:30:00 PM","STREET",FALSE,1432,14,41.91793087,-87.6681349
"1918","05/06/2016 06:25:00 PM","STREET",TRUE,734,7,41.76014183,-87.65884093
"1919","05/06/2016 03:30:00 PM","CAR WASH",FALSE,2012,20,41.98111065,-87.67955957
"1920","05/06/2016 06:40:00 PM","RESIDENCE",TRUE,225,2,41.79914188,-87.62257901
"1921","05/06/2016 06:38:00 PM","GAS STATION",TRUE,624,6,41.75130534,-87.60362891
"1922","05/06/2016 07:10:00 PM","SIDEWALK",TRUE,1112,11,41.89460416,-87.71872911
"1923","05/06/2016 07:00:00 PM","RESIDENTIAL YARD (FRONT/BACK)",FALSE,724,7,41.7788213,-87.65448397
"1924","05/06/2016 06:00:00 PM","RESIDENCE-GARAGE",FALSE,2212,22,41.69805147,-87.66774729
"1925","05/06/2016 06:29:00 PM","STREET",TRUE,832,8,41.76600333,-87.6869495
"1926","05/06/2016 07:13:00 PM","STREET",TRUE,1022,10,41.85980953,-87.70548363
"1927","05/06/2016 08:04:00 PM","STREET",FALSE,411,4,41.74913247,-87.59300049
"1928","05/06/2016 07:10:00 PM","OTHER RAILROAD PROP / TRAIN DEPOT",TRUE,1623,16,41.97105086,-87.76358612
"1929","05/06/2016 06:20:00 PM","STREET",TRUE,712,7,41.78960114,-87.64990028
"1930","05/06/2016 09:45:00 AM","",FALSE,424,4,41.7425889,-87.54898392
"1931","05/06/2016 07:15:00 PM","STREET",FALSE,2521,25,41.92429378,-87.74220073
"1932","05/06/2016 05:45:00 PM","SIDEWALK",FALSE,1214,12,41.89108951,-87.65639265
"1933","05/06/2016 04:06:00 PM","RESIDENCE",FALSE,2525,25,41.91967912,-87.72663462
"1934","05/06/2016 02:30:00 PM","SIDEWALK",FALSE,1211,12,41.8995999,-87.69926829
"1935","05/06/2016 07:00:00 PM","SIDEWALK",FALSE,822,8,41.78727627,-87.70460046
"1936","05/06/2016 07:18:00 PM","RESIDENCE",FALSE,812,8,41.77888049,-87.78130847
"1937","05/06/2016 05:10:00 PM","STREET",FALSE,2535,25,41.905072,-87.72516026
"1938","05/06/2016 07:22:00 PM","SIDEWALK",FALSE,822,8,41.79986478,-87.70619015
"1939","05/06/2016 03:00:00 PM","RESTAURANT",FALSE,122,1,41.88536947,-87.63243193
"1940","05/06/2016 03:30:00 PM","RESIDENCE",FALSE,421,4,41.75690645,-87.55552398
"1941","05/06/2016 07:19:00 PM","RESTAURANT",FALSE,112,1,41.88158261,-87.62619758
"1942","05/06/2016 02:30:00 PM","STREET",FALSE,1424,14,41.90833955,-87.67428141
"1943","05/06/2016 07:00:00 PM","RESTAURANT",FALSE,112,1,41.88158261,-87.62619758
"1944","05/06/2016 01:43:00 PM","RESIDENCE PORCH/HALLWAY",FALSE,1011,10,41.86549556,-87.73004746
"1945","05/06/2016 07:35:00 PM","APARTMENT",FALSE,2432,24,42.00410048,-87.66934255
"1946","05/06/2016 09:30:00 AM","APARTMENT",FALSE,914,9,41.85142977,-87.63849544
"1947","05/06/2016 07:00:00 PM","STREET",FALSE,1433,14,41.91375536,-87.66221165
"1948","05/06/2016 07:16:00 PM","GROCERY FOOD STORE",TRUE,131,1,41.85973323,-87.63027079
"1949","05/06/2016 08:00:00 AM","DRUG STORE",FALSE,124,1,41.86725154,-87.63959443
"1950","05/06/2016 05:55:00 PM","CHA PARKING LOT/GROUNDS",FALSE,533,5,41.65766759,-87.60340611
"1951","05/06/2016 06:40:00 PM","RESTAURANT",FALSE,122,1,41.87687941,-87.63118814
"1952","05/06/2016 03:30:00 PM","STREET",FALSE,1122,11,41.88074275,-87.7243518
"1953","05/06/2016 04:30:00 PM","RESTAURANT",FALSE,112,1,41.88242485,-87.62437788
"1954","05/06/2016 08:29:00 PM","SIDEWALK",TRUE,321,3,41.77266371,-87.60701617
"1955","05/06/2016 05:30:00 PM","STREET",TRUE,511,5,41.72118063,-87.62371719
"1956","08/02/2013 12:00:00 AM","RESIDENCE",FALSE,735,7,NA,NA
"1957","04/02/2016 03:25:00 PM","RESIDENCE",FALSE,724,7,NA,NA
"1958","05/06/2016 07:50:00 PM","ALLEY",FALSE,1531,15,41.89496242,-87.75114311
"1959","05/06/2016 06:00:00 PM","STREET",FALSE,1533,15,41.87942173,-87.75168077
"1960","05/06/2016 08:15:00 PM","HOTEL/MOTEL",TRUE,112,1,41.88077543,-87.62702903
"1961","02/27/2016 10:00:00 AM","RESIDENCE",FALSE,1222,12,NA,NA
"1962","05/06/2016 07:55:00 PM","STREET",FALSE,1431,14,41.92543802,-87.68766139
"1963","05/06/2016 07:12:00 PM","STREET",TRUE,2533,25,41.91625996,-87.7494248
"1964","07/16/2014 12:01:00 AM","RESIDENCE",FALSE,1533,15,NA,NA
"1965","04/04/2016 05:00:00 PM","STREET",FALSE,1911,19,NA,NA
"1966","04/15/2016 09:00:00 AM","RESIDENCE",FALSE,531,5,NA,NA
"1967","03/17/2016 09:00:00 AM","STREET",FALSE,1633,16,NA,NA
"1968","05/06/2016 05:15:00 PM","HOTEL/MOTEL",FALSE,624,6,41.75611589,-87.60532629
"1969","02/10/2016 04:56:00 PM","RESIDENCE",FALSE,2512,25,NA,NA
"1970","05/06/2016 07:00:00 PM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,2525,25,41.91739557,-87.72656807
"1971","05/06/2016 07:30:00 AM","POOL ROOM",FALSE,2221,22,41.72967297,-87.66044931
"1972","05/06/2016 05:40:00 PM","SIDEWALK",FALSE,611,6,41.74807424,-87.66337939
"1973","05/06/2016 02:00:00 PM","SCHOOL, PRIVATE, GROUNDS",FALSE,1711,17,41.99015979,-87.72683023
"1974","05/06/2016 05:00:00 PM","BARBERSHOP",FALSE,2535,25,41.9055146,-87.7247887
"1975","05/06/2016 07:10:00 AM","STREET",FALSE,1732,17,41.95207087,-87.72955894
"1976","05/06/2016 09:10:00 PM","SIDEWALK",FALSE,834,8,41.74385924,-87.71685997
"1977","04/20/2016 04:03:00 PM","CONVENIENCE STORE",FALSE,1531,15,NA,NA
"1978","05/06/2016 09:30:00 PM","STREET",FALSE,624,6,41.75577865,-87.60407668
"1979","03/09/2016 08:00:00 AM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,2033,20,NA,NA
"1980","05/06/2016 07:00:00 AM","APARTMENT",FALSE,632,6,41.74127811,-87.60068287
"1981","02/16/2016 12:00:00 PM","RESIDENCE",FALSE,1431,14,NA,NA
"1982","05/06/2016 08:38:00 PM","STREET",TRUE,1131,11,41.87507259,-87.74103892
"1983","05/06/2016 09:15:00 PM","RESTAURANT",FALSE,1225,12,41.8689988,-87.68452515
"1984","01/01/2013 12:00:00 AM","RESIDENCE",FALSE,523,5,NA,NA
"1985","05/06/2016 04:15:00 PM","STREET",FALSE,1133,11,41.87444164,-87.7206811
"1986","04/11/2016 05:00:00 PM","RESIDENCE",FALSE,735,7,NA,NA
"1987","12/15/2015 09:00:00 AM","RESIDENCE",FALSE,2522,25,NA,NA
"1988","01/01/2016 12:00:00 AM","APARTMENT",FALSE,1413,14,NA,NA
"1989","05/06/2016 05:45:00 AM","APARTMENT",FALSE,1523,15,41.88314905,-87.76495896
"1990","05/06/2016 04:30:00 PM","DEPARTMENT STORE",FALSE,433,4,41.68094392,-87.5370998
"1991","05/06/2016 10:00:00 AM","APARTMENT",FALSE,1532,15,41.8879076,-87.7464145
"1992","05/06/2016 08:30:00 PM","RESIDENCE",FALSE,421,4,41.75724418,-87.56083791
"1993","05/06/2016 09:00:00 PM","VEHICLE NON-COMMERCIAL",FALSE,322,3,41.77196196,-87.62028368
"1994","01/30/2016 02:00:00 PM","ANIMAL HOSPITAL",FALSE,832,8,NA,NA
"1995","04/20/2016 02:00:00 PM","RESIDENCE",FALSE,1612,16,NA,NA
"1996","03/28/2016 10:00:00 AM","STREET",FALSE,825,8,NA,NA
"1997","10/01/2014 03:35:00 PM","",FALSE,1421,14,NA,NA
"1998","05/06/2016 04:35:00 PM","COMMERCIAL / BUSINESS OFFICE",FALSE,1911,19,NA,NA
"1999","02/27/2016 07:00:00 PM","",FALSE,1831,18,NA,NA
"2000","04/19/2016 08:00:00 AM","RESIDENCE PORCH/HALLWAY",FALSE,1933,19,NA,NA
"2001","05/06/2016 08:15:00 PM","OTHER",FALSE,1821,18,41.90715332,-87.63968057
"2002","04/20/2014 09:00:00 AM","APARTMENT",FALSE,1924,19,NA,NA
"2003","05/06/2016 09:06:00 PM","VEHICLE NON-COMMERCIAL",TRUE,1235,12,41.84752834,-87.66595058
"2004","05/06/2016 05:30:00 PM","APARTMENT",FALSE,321,3,41.77604476,-87.59029341
"2005","05/06/2016 09:35:00 PM","STREET",TRUE,612,6,41.74858012,-87.66025191
"2006","05/01/2014 12:00:00 PM","APARTMENT",FALSE,2433,24,NA,NA
"2007","01/01/2016 09:00:00 PM","APARTMENT",FALSE,1523,15,NA,NA
"2008","04/02/2016 04:37:00 PM","CURRENCY EXCHANGE",FALSE,822,8,NA,NA
"2009","05/06/2016 04:39:00 PM","RESTAURANT",FALSE,1115,11,41.88065492,-87.73163813
"2010","02/14/2016 08:00:00 AM","RESIDENCE",FALSE,2031,20,NA,NA
"2011","05/06/2016 08:50:00 PM","SIDEWALK",TRUE,222,2,41.81061071,-87.59353651
"2012","02/01/2016 09:00:00 AM","RESIDENCE",FALSE,1831,18,NA,NA
"2013","04/01/2016 12:01:00 AM","COMMERCIAL / BUSINESS OFFICE",FALSE,122,1,NA,NA
"2014","05/06/2016 08:20:00 PM","SCHOOL, PRIVATE, BUILDING",FALSE,1133,11,41.86809735,-87.71665907
"2015","05/06/2016 06:40:00 PM","RESIDENCE",FALSE,1122,11,41.89056437,-87.72227894
"2016","05/06/2016 09:40:00 PM","STREET",TRUE,323,3,41.75973983,-87.61515209
"2017","05/06/2016 08:30:00 PM","STREET",FALSE,1011,10,41.86391976,-87.72266487
"2018","05/06/2016 10:00:00 PM","PARKING LOT/GARAGE(NON.RESID.)",TRUE,613,6,41.73683092,-87.64850351
"2019","05/06/2016 10:00:00 PM","SIDEWALK",FALSE,734,7,41.76816741,-87.6590538
"2020","05/06/2016 07:45:00 PM","ALLEY",FALSE,723,7,41.77532414,-87.6483178
"2021","05/06/2016 07:42:00 PM","RESIDENCE",FALSE,732,7,41.76619527,-87.64076851
"2022","05/06/2016 08:40:00 PM","STREET",FALSE,714,7,41.78629171,-87.66438601
"2023","05/06/2016 09:30:00 PM","RESIDENCE",TRUE,2411,24,42.00888812,-87.68356182
"2024","05/06/2016 09:00:00 PM","DEPARTMENT STORE",FALSE,1834,18,41.89275303,-87.6241939
"2025","05/06/2016 09:29:00 PM","SIDEWALK",TRUE,1135,11,41.87356689,-87.6960926
"2026","05/06/2016 08:00:00 PM","PARKING LOT/GARAGE(NON.RESID.)",FALSE,811,8,41.79556583,-87.76333139
"2027","05/06/2016 08:10:00 PM","SIDEWALK",TRUE,1132,11,41.87434958,-87.72608315
"2028","05/06/2016 09:45:00 PM","SIDEWALK",FALSE,434,4,41.70007404,-87.56318866
"2029","05/06/2016 01:30:00 PM","APARTMENT",FALSE,814,8,41.79842927,-87.7445141
"2030","05/06/2016 12:50:00 PM","APARTMENT",FALSE,1932,19,41.92886187,-87.66260456
"2031","05/06/2016 10:35:00 PM","OTHER",FALSE,912,9,41.83506281,-87.67002849
"2032","05/06/2016 07:00:00 PM","VEHICLE NON-COMMERCIAL",FALSE,1934,19,41.9343586,-87.63861407
"2033","05/06/2016 06:00:00 PM","SIDEWALK",FALSE,524,5,41.67695123,-87.64187989
"2034","05/06/2016 09:10:00 PM","GAS STATION",FALSE,914,9,41.8475656,-87.64574925
"2035","05/06/2016 08:00:00 PM","APARTMENT",FALSE,2521,25,41.92900747,-87.75386912
"2036","05/06/2016 09:39:00 PM","STREET",TRUE,524,5,41.67599744,-87.64163021
"2037","05/06/2016 09:20:00 PM","STREET",TRUE,1212,12,41.89859586,-87.67590596
"2038","05/06/2016 09:00:00 PM","SIDEWALK",FALSE,513,5,41.6980632,-87.6225067
"2039","05/06/2016 08:59:00 PM","STREET",FALSE,512,5,41.70245691,-87.62074085
"2040","05/06/2016 08:07:00 PM","STREET",FALSE,324,3,41.76176725,-87.59087966
"2041","05/06/2016 09:00:00 PM","STREET",FALSE,1822,18,41.91023482,-87.65108747
"2042","05/06/2016 10:00:00 PM","SIDEWALK",FALSE,1934,19,41.93698613,-87.64429705
"2043","05/06/2016 04:30:00 PM","RESIDENCE",FALSE,1914,19,41.96365372,-87.65108043
"2044","05/06/2016 02:30:00 PM","APARTMENT",FALSE,1723,17,41.9592726,-87.71631021
"2045","05/06/2016 10:05:00 PM","STREET",FALSE,1115,11,41.87793755,-87.72891699
"2046","05/06/2016 09:09:00 PM","GROCERY FOOD STORE",FALSE,2011,20,41.97701762,-87.69244749
"2047","05/06/2016 05:00:00 PM","STREET",FALSE,321,3,41.77413787,-87.61188269
"2048","05/06/2016 10:30:00 PM","ALLEY",FALSE,1824,18,41.90312822,-87.63211284
"2049","05/06/2016 07:30:00 PM","RESIDENCE",FALSE,411,4,41.74906435,-87.58713791
"2050","05/06/2016 11:07:00 PM","SIDEWALK",TRUE,1624,16,41.95340426,-87.74804918
